景区名,标记次数,经度,纬度
重庆市灶边边民间菜,1,107.3819260872951,29.710630210771775
重庆市华生园金色蛋糕梦幻王国,1,106.47435958679237,29.471744659277338
重庆市天宫院风水文化景区,1,108.132822986568,29.999297688788772
重庆市汉桓侯祠,1,106.55843415537664,29.568996245338923
重庆市小谭豆花(西大街店),1,106.55843415537664,29.568996245338923
重庆市兴伊错,1,106.55843415537664,29.568996245338923
重庆市九寨沟风景区,1,106.55843415537664,29.568996245338923
重庆市高姐锡纸烤脑花(建设路店),1,106.3837911676786,29.299233063819106
重庆市南岸区,1,106.66842977859555,29.50268309883491
重庆市巴蜀大宅门火锅(川音店),1,105.93391887012474,29.33793325810442
重庆市重庆国际会议展览中心,1,106.56822721255153,29.539733731010525
重庆市镇远古城,1,108.43100804457094,27.055749990979887
重庆市82信箱私房钟水饺,1,106.55843415537664,29.568996245338923
重庆市青龙洞,1,108.16357324179211,29.162622120550164
重庆市有拈头成都市井火锅(太古里总店),1,106.62280663836985,29.344300619666335
重庆市舞阳河风景名胜区,1,106.39745942499171,28.622100619711965
重庆市重庆·巅峰乐园,1,107.01147199171608,28.942893994391905
重庆市磁器口街道,1,106.462851361949,29.581195081901193
重庆市青秀山,1,106.55843415537664,29.568996245338923
重庆市白云山,1,106.96501890703,29.90369570808167
重庆市牛角沱,1,106.04451339362693,29.814593362558995
重庆市卢沟桥,1,106.55843415537664,29.568996245338923
重庆市望乡台,1,108.95958880599746,31.28081235646496
重庆市双龙湖,1,107.7313615534033,30.133435753924584
重庆市南京禄口机场亚朵酒店,1,107.82782321601465,30.200024613753186
重庆市老麻抄手,1,108.78916388856966,29.535020044285236
重庆市阳光君亭酒店（重庆江北国际机场店）,1,106.60810200599023,29.724530721424962
重庆市重庆珮姐老火锅,1,106.53826054922355,29.58528074909952
重庆市松航老火锅(武隆直营店),1,107.75400369042174,29.331403646547937
重庆市乌江源百里画廊,1,108.06141353753416,29.392311212229224
重庆市信号山公园,1,106.55843415537664,29.568996245338923
重庆市重庆丽晶酒店·罗宾斯牛排馆,1,106.57716750830609,29.577509910420826
重庆市仙女山华邦酒店,1,107.75715045462216,29.515576195869496
重庆市长乐国际机场,1,119.67640397597016,25.934598006377005
重庆市瓜西西火锅(洪崖洞店),1,106.58476573562918,29.568199279159778
重庆市武隆区,1,107.76642518951796,29.33202687074895
重庆市大熊猫月亮产房,1,109.84002755836526,30.988071909510847
重庆市磁器口转运楼,1,106.45767329245838,29.586180597998233
重庆市重庆科技馆,1,106.58443102699627,29.578407002354048
重庆市老舍茶馆,1,108.45117025515714,30.763444696579857
重庆市南宁,1,106.55843415537664,29.568996245338923
重庆市两路口街道中山二路社区图书室,1,106.5637700002736,29.56189157191168
重庆市锦江之星品尚(重庆皇冠大扶梯儿童医院江景店),1,106.56103960067693,29.562634946256356
重庆市重庆云端之眼观景台,1,106.59408727224205,29.571860260646616
重庆市海螺沟,1,107.76503857781961,30.15220779628245
重庆市龙抄手,1,106.66099782762231,29.715608580533647
重庆市锦里结义楼三国演出,1,108.70984145896063,30.916269725517488
重庆市码头故事火锅(蜀汉路店),1,106.4530778309625,29.834527791389725
重庆市中路藏寨,1,107.40086748778059,29.706337977209785
重庆市三号营地,1,107.36613594253757,29.630229355345364
重庆市磨西古镇,1,106.50144798943681,29.46008285287158
重庆市双桥沟,1,107.31303800216583,29.377520180113883
重庆市长江,1,109.63853978841044,31.009635290555412
重庆市法国水师兵营旧址,1,106.59101946909593,29.58548513957395
重庆市重庆丽晶酒店·两江吧,1,106.57705018960654,29.57748297555074
重庆市重庆丽晶酒店·丽晶轩中餐厅,1,106.5773257897369,29.577544462430122
重庆市四川科技馆,1,109.5779342597215,31.401518882187776
重庆市格桑家酸奶(磁器口店),1,106.45750351271705,29.588486482690215
重庆市桂林,1,105.84797547881122,30.202492390896033
重庆市重庆解放碑威斯汀酒店,1,106.58676096199675,29.56280325517955
重庆市陈眼镜火锅(大坪总店),1,106.5231006556116,29.542887351158015
重庆市喵儿石创艺特区,1,106.52849857341928,29.57279211401068
重庆市乌江赤壁观景台,1,107.39751537094065,29.616080650432348
重庆市遵义会议会址,1,106.55843415537664,29.568996245338923
重庆市玉皇阁,1,108.17391237888633,29.29404748953439
重庆市天坑寨子景区,1,107.83087151322407,29.454849414608397
重庆市佛陀脚印,1,108.97140375613255,28.986367605802577
重庆市鸿恩寺森林公园,1,106.51401375639787,29.57578276589539
重庆市圆觉洞摩崖造像风景区,1,105.80349329957383,29.757479885347774
重庆市重庆机场民族风青年旅社,1,106.63930051566368,29.719853521444293
重庆市云龙地缝,1,107.6582671527008,30.533746192408866
重庆市恩施土司城,1,109.47844674483035,30.306778874649886
重庆市张关合渣(女儿城店),1,106.55843415537664,29.568996245338923
重庆市恩施大峡谷土家小院,1,108.1520084694747,30.001701125409323
重庆市成都记忆-宽窄巷子大套三公寓(清影路分店),1,108.6690912667893,31.954259769348415
重庆市挑面(王府井商业场旗舰店),1,106.47060817315338,29.56298483686388
重庆市背包十年青年旅舍（成都春熙路店）,1,104.0844263236584,30.663940432467207
重庆市成都广寓公寓(禧来蜀韵园分店),1,106.42406220367761,29.593323430325643
重庆市成都清居（春熙路太古里店）,1,106.62280663836985,29.344300619666335
重庆市天福商场,1,106.57275287570931,29.53267961580756
重庆市秀山,1,109.01357389980959,28.45344786428608
重庆市栈桥,1,106.55843415537664,29.568996245338923
重庆市曹魏古城,1,100.2324803392115,26.883161684001312
重庆市千佛山景区,1,106.55843415537664,29.568996245338923
重庆市捞锅坝子老火锅(解放碑店),1,108.66873032763539,31.95388936709385
重庆市签斤小姐牛肉串串(三峡广场总店),1,106.47033302217578,29.56173614196554
重庆市襄阳古城墙,1,106.50003757222457,30.181397494235327
重庆市关岳庙,1,106.52750953905313,29.553339502798835
重庆市降龙爪爪(马家巷1店),1,106.58402813697518,29.562192456583208
重庆市中兴路旧货交易市场,1,106.57702800146045,29.558380634048863
重庆市恩施石林土家小院,1,109.19446254938339,30.515702256594214
重庆市蒋六十八梯眼镜面,1,106.55676124102598,29.606948051008303
重庆市北部湾一号,1,107.35741942723723,30.348301927469542
重庆市耙二哥腰片王老火锅(双碑店),1,106.45191596261628,29.61376975111505
重庆市鸣天下辣子鸡(金源店),1,106.53149666805784,29.562850928257486
重庆市重庆小面,1,107.77191886669297,29.33697655276945
重庆市古隆中,1,106.55843415537664,29.568996245338923
重庆市鹿院坪,1,106.55843415537664,29.568996245338923
重庆市卤校长老火锅(观音桥直营店),1,106.53830582382123,29.578047035760076
重庆市恩施梭布垭石林景区,1,109.58252999071055,30.57705189530339
重庆市恩施野三峡综合旅游区,1,109.4865502690053,30.30103714374126
重庆市恩施之巅-黄鹤峰林景区,1,109.4865502690053,30.30103714374126
重庆市利川市,1,108.94248057755993,30.297203443679802
重庆市歌乐山国家森林公园,1,106.43433899836945,29.573881019128088
重庆市松鱼老火锅,1,106.44979057178038,29.576180983960565
重庆市曾家岩书院咖啡茶饮,1,106.55676896645336,29.57159898518335
重庆市书院巷酒店(重庆洪崖洞店),1,106.58680803320546,29.563598065305097
重庆市抱汁汁花甲,1,106.55138757746705,29.585797338738395
重庆市福音堂,1,106.7992377930155,29.70105640362207
重庆市磁器口名特美食街,1,107.24779326452271,29.90756051194329
重庆市海棠溪筒子楼,1,106.59449276734911,29.549485711699173
重庆市趵突泉景区,1,106.55843415537664,29.568996245338923
重庆市大学路,1,106.55843415537664,29.568996245338923
重庆市青岛啤酒博物馆,1,108.75538104377543,28.90311997699726
重庆市芙蓉街,1,106.55843415537664,29.568996245338923
重庆市八大关风景区-王正廷故居,1,108.81380756580234,31.78563726021669
重庆市五四广场,1,106.55843415537664,29.568996245338923
重庆市青岛德国总督楼旧址博物馆,1,106.54792299277732,29.401326040334666
重庆市建始花坪镇聚丰园山庄,1,110.00956628438277,30.415556856360876
重庆市黑虎泉,1,106.55843415537664,29.568996245338923
重庆市台东步行街,1,106.55843415537664,29.568996245338923
重庆市苏家坝立交桥,1,106.5580760908005,29.542414294832763
重庆市重庆工商大学,1,106.537351014895,29.565172980183185
重庆市乌江黎芝峡景区,1,108.06141353753416,29.392311212229224
重庆市恩施地心谷景区,1,109.4865502690053,30.30103714374126
重庆市西湖公园,1,115.86561378008932,28.630293667349022
重庆市重庆万豪酒店,1,106.59293860898681,29.543426312140298
重庆市建始,1,109.72855610898769,30.60790702631939
重庆市襄阳古城,1,100.2324803392115,26.883161684001312
重庆市佬麻抄手(洪崖洞店),1,106.57688256579843,29.56383902032828
重庆市云阳龙缸国家地质公园,1,109.01092400148451,30.677228286251193
重庆市马房湾66号七彩巷,1,106.45424715524446,29.569132030527612
重庆市来福士中心,1,106.59378795684623,29.571082871861393
重庆市仙女山归原小镇,1,107.74214902210213,29.38008603238669
