景区名称,城市
钟书阁,钟书阁
重庆大剧院,重庆大剧院
罗中立美术馆,罗中立美术馆
筒子楼,筒子楼
洞亭火锅,洞亭火锅
桂园,桂园
蓝月谷,蓝月谷
魁星楼,魁星楼
奎星楼,奎星楼
巅峰乐园,巅峰乐园
盤飧市,盤飧市
铁路四村,铁路四村
长寿古镇,长寿古镇
西湖公园,西湖公园
滨江路,滨江路
龙浒峡漂流,龙浒峡漂流
贰厂,贰厂
二厂,二厂
蒲花暗河,蒲花暗河
会仙楼,会仙楼
水煮青春,水煮青春
长江大桥,长江大桥
北山石刻,北山石刻
国际会议展览中心,国际会议展览中心
西秦会馆,西秦会馆
枇杷山,枇杷山
芳邻路酒吧一条街,芳邻路酒吧一条街
遵义会议会址,遵义会议会址
下浩老街,下浩老街
安居古镇,安居古镇
西流沱小镇,西流沱小镇
武陵山乡,武陵山乡
重庆大学,重庆大学
钟书阁(重庆店),钟书阁(重庆店)
丰都鬼城,丰都鬼城
昌州古城,昌州古城
观音桥好吃街,观音桥好吃街
九眼桥,九眼桥
人民大会堂,人民大会堂
李子坝公园,李子坝公园
关岳庙,关岳庙
佛图关,佛图关
望乡台,望乡台
夔门,夔门
安顺廊桥,安顺廊桥
濯水古镇,濯水古镇
歌乐山国家森林公园,歌乐山国家森林公园
山王坪,山王坪
壹华里,壹华里
龚滩,龚滩
中兴路旧货交易,中兴路旧货交易
九街,九街
苏家坝立交桥,苏家坝立交桥
汉桓侯祠,汉桓侯祠
重庆当代美术馆,重庆当代美术馆
宝轮寺,宝轮寺
醉湖,醉湖
风水博物馆,风水博物馆
南滨公园,南滨公园
十八梯,十八梯
成都玉林路,成都玉林路
日月光中心广场,日月光中心广场
佛图关公园,佛图关公园
洋人街,洋人街
千佛山,千佛山
巴岳山,巴岳山
解放路,解放路
寨山坪,寨山坪
时代广场,时代广场
双龙湖,双龙湖
玉林串串香,玉林串串香
八一好吃街,八一好吃街
泰安古镇,泰安古镇
李子坝,李子坝
黄花园大桥,黄花园大桥
农民版画院,农民版画院
八一路街道,八一路街道
嘉陵江大桥,嘉陵江大桥
国泰艺术中心,国泰艺术中心
红岩魂陈列馆,红岩魂陈列馆
人民英雄纪念碑,人民英雄纪念碑
净音寺,净音寺
红军桥,红军桥
红岩魂广场,红岩魂广场
黄桷湾立交桥,黄桷湾立交桥
朝天门大桥,朝天门大桥
云端之眼观景台,云端之眼观景台
梵高星空艺术馆,梵高星空艺术馆
杨家坪步行街,杨家坪步行街
奶牛梦工场,奶牛梦工场
曾家岩书院,曾家岩书院
福音堂,福音堂
石井坡,石井坡
川剧院,川剧院
南湖多彩植物园,南湖多彩植物园
鸿恩寺,鸿恩寺
圆觉洞摩崖造像,圆觉洞摩崖造像
喵儿石创艺,喵儿石创艺
重庆美术馆,重庆美术馆
嘉陵江,嘉陵江
通远门城墙遗址,通远门城墙遗址
屈原故里,屈原故里
山城步道,山城步道
