景区名称,城市
重庆巴南中泰天心佛文化旅游区,巴南
中兴路旧货交易,中兴路旧货交易
中岩景区,眉山市
内江资中重龙山,内江市
重庆白象街,重庆白象街
重庆大剧院,重庆大剧院
重庆大学,重庆大学
重庆当代美术馆,重庆当代美术馆
重庆欢乐谷景区,渝北
重庆建川博物馆,九龙坡
重庆交通茶馆,重庆交通茶馆
重庆科技馆,江北
重庆美术馆,重庆美术馆
重庆黔江濯水古镇,黔江
重庆市规划展览馆,渝中
周公馆,周公馆
雅安周公山森林公园,雅安市
重庆周君记火锅食品工业旅游体验园,九龙坡
朱德故里景区,南充市
泸州市况场朱德旧居陈列馆,泸州市
仪陇县朱德铜像纪念园,南充市
长宁县竹海酒庄,宜宾市
重庆渝北竹林公园,渝北
西部竹石林景区,宜宾市
邛峡竹溪湖生态旅游景区,成都市
国际竹艺城景区,眉山市
成都市崇州市竹艺村景区,成都市
状元洞,状元洞
卓简井遗址公园,遂宁市
子昂故里文化旅游区,遂宁市
三台县梓州杜甫草堂景区,绵阳市
紫坪铺水库,紫坪铺水库
紫石关村旅游景区,雅安市
重庆自然博物馆,北碚
醉湖,醉湖
醉美橙香旅游景区,南充市
醉氧天街,乐山市
遵义会议会址,遵义会议会址
昭化文庙,昭化文庙
绵阳市千佛山,绵阳市千佛山
安仁古镇,安仁古镇
成都蜀锦织绣博物馆,成都蜀锦织绣博物馆
昌州故里,昌州故里
江津西湖镇,江津西湖镇
重庆市博物馆,重庆市博物馆
方所书店,方所书店
成都博物馆,成都博物馆
烽烟三国,烽烟三国
